Text,Feature,Sentiment,,,,,,,,,,,,,,,,,,,,,,,
 বারবার,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 কতো ,price,Positive,,,,,,,,,,,,,,,,,,,,,,,
 লিস্ট,price,Positive,,,,,,,,,,,,,,,,,,,,,,,
বাজে ,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
জেনারেটর ,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
মাছি,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 যাই না ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
খুব গরম,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 যামু নাহ্,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 ব্যাথায় ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
পানি মিক্স ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
জঘণ্য ,food/service,Negative,,,,,,,,,,,,,,,,,,,,,,,
 কসাইখানা,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
 অখাদ্য ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
অসাধারণ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 টেস্টি ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ভালো,Behave,Positive,,,,,,,,,,,,,,,,,,,,,,,
খাবার  মান ভালো,Food,Positive,,,,,,,,,,,,,,,,,,,,,,,
ভালো লাগে নাই,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 গরম গরম ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 প্রস্তুত,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
গরম ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
ভালো লাগে,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 শাহী ,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
দুঃখিত,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 চলছে,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 টাস্কি ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 প্রস্তুত,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 করে দিন ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 হারিয়ে যাবে,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
স্পেশাল ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
প্লেটে ,anecdotes/miscellaneous,Neutral,,,,,,,,,,,,,,,,,,,,,,,
 নাই,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
রিয়েল ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 শুরু।,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
ভালোবাসা,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
অমৃত,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
প্রকৃত ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 প্রতি মূহুর্তে ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 শুরু ,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
 গ্লাভস কয়,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
মজাদার ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
এখনি,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
শুরু ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 দিনে নয়  ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 প্রয়াস,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 প্রতিদিন,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 শুরু ,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
ক্ষমা ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
সহযোগিতা ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 কিছু,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 প্রতিজ্ঞাবদ্ধ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 শেষ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
স্বাগতম,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 পেতে ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
গরম ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 কতো,price,Neutral,,,,,,,,,,,,,,,,,,,,,,,
 না হইলেই ,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
Buy 1 get 1 ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
খারাপ না ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
সিনসিয়ার ,behavior,Negative,,,,,,,,,,,,,,,,,,,,,,,
 বিরক্ত ,behavior,Negative,,,,,,,,,,,,,,,,,,,,,,,
 ৪৫ মিনিট,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
 কয়েকবার ,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
 অর্ডার ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 বেকুব ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 এতক্ষন,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
সাধারন ,quality,Negative,,,,,,,,,,,,,,,,,,,,,,,
 তুলনায়,quality,Negative,,,,,,,,,,,,,,,,,,,,,,,
পছন্দ হয়নি,anmbience,Negative,,,,,,,,,,,,,,,,,,,,,,,
 ভাল,enviroment,Positive,,,,,,,,,,,,,,,,,,,,,,,
 তুলনা হয় না,behave,Positive,,,,,,,,,,,,,,,,,,,,,,,
ভিন্ন ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
অফার ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
মজাদার ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 চেক ইন ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
২টি নিলে ১টি ফ্রি,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 চেক ইন ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
যেইটা লাউ সেইটা কদু ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
শাহীপ্লেটার,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
মাত্র১৯৯টাকায় ,price,Positive,,,,,,,,,,,,,,,,,,,,,,,
 যেতে হবে,location,Positive,,,,,,,,,,,,,,,,,,,,,,,
কোন জায়গায়  ,location,Positive,,,,,,,,,,,,,,,,,,,,,,,
খুজে,location,Negative,,,,,,,,,,,,,,,,,,,,,,,
বলতে পারে না,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 পার্সেলে ,delivery_method,Positive,,,,,,,,,,,,,,,,,,,,,,,
 করা যাবে,delivery_method,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ১৯০ টাকায়,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 Special ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
মেয়াদ ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ডিমের সমান,quantity,Negative,,,,,,,,,,,,,,,,,,,,,,,
জনপ্রিয়,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
মজাদার ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
দোয়া ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
খাওয়াবি,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
অফার,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
ভালো হতো,offer,Negative,,,,,,,,,,,,,,,,,,,,,,,
উপভোগ ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 Offer পাওয়া,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 লোকেশন কোথায়,location,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ফ্রী,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 বলছিলেন,offer,Neutral,,,,,,,,,,,,,,,,,,,,,,,
 অফার,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
সুপার ডুপার ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
রেগুলার প্রাইস ,price,Positive,,,,,,,,,,,,,,,,,,,,,,,
পাচ্ছেন ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
সীমিত ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ডিস্কাউন্ট,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 জেনে ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 প্রতিদিন ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
চল না যাই,anecdotes/miscellaneous,Neutral,,,,,,,,,,,,,,,,,,,,,,,
যোগাযোগ করুন,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 খেয়ে আসি,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 রয়েল প্লাটার,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
Unlimited ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ফ্রী,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 বিচার,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 টেনে ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
বন্ধ ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 উপহার ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 পিক ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
উপভোগ ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 হোম ডেলিভারি ,delivery_method,Positive,,,,,,,,,,,,,,,,,,,,,,,
সেরা ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
ঠান্ডা ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 এসেছি  ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 নরম ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 বাজে ,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
ঠিকানা ,location,Positive,,,,,,,,,,,,,,,,,,,,,,,
 কোতাই,location,Neutral,,,,,,,,,,,,,,,,,,,,,,,
 অখাদ্য ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 আশায় ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 পোস্ট ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 মিল নেই,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
দেয়া যাবে,delivery_method,Neutral,,,,,,,,,,,,,,,,,,,,,,,
 কয়টা,time,Positive,,,,,,,,,,,,,,,,,,,,,,,
 কতদিন ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ফেরত,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
কই ,location,Positive,,,,,,,,,,,,,,,,,,,,,,,
 যাওয়া লা‌গে  ,anecdotes/miscellaneous,Neutral,,,,,,,,,,,,,,,,,,,,,,,
পার্ট টাইম ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 যাবে,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 জমজমাট ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 সমাহার,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
খুশি ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 প্লেটারে ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ভাল ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 আসবেন ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 পোস্ট ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
ছাড় ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 মোড়ের ১০ টাকা,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
দুইবার খাইসি,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 রক্ত,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
সেকেন্ড টাইমও,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
মোড়ের,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
সহমত ভাই,anecdotes/miscellaneous,Neutral,,,,,,,,,,,,,,,,,,,,,,,
 কাঁচা,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
হালকা রক্ত,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 রেখে দিসি,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 ভ্যাট ,price,Negative,,,,,,,,,,,,,,,,,,,,,,,
কোথায় এট1159:1249া,location,Neutral,,,,,,,,,,,,,,,,,,,,,,,
খাওয়া যাবে ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
মজা,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
ফুড কালার,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 চিনস না,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 পারতেছিনা না!,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 পরেই,location,Positive,,,,,,,,,,,,,,,,,,,,,,,
ট্রীট কই ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 কবে দিচ্ছো ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 খানা বাজে,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 হয়ে গেসে,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 ছিল না,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
দাম কত ,price,Neutral,,,,,,,,,,,,,,,,,,,,,,,
মাছে ভাতে বাঙালি ,price,Neutral,,,,,,,,,,,,,,,,,,,,,,,
 আকর্ষনীয় ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 উৎসব ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 পছন্দের ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 কোমল ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
এভেইলেবল ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 আছে,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
পারিস,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 সাজিয়েছি,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 কি লাভ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
শো অফ ,offer,Negative,,,,,,,,,,,,,,,,,,,,,,,
 পরিচিত,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ঘুমে,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
একটু পর ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 আলকাতরা ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
প্লেটার,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
 ছাড়বে ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 সাথে দুইটা,offer,Neutral,,,,,,,,,,,,,,,,,,,,,,,
 প্রিয় ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 একদম ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 দেরি কিসের,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 মোগলাই চাপ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 মজাদার ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 লভোনীয় ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
  তুলতুলে ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 খারাপ ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 নাহ,behave,Negative,,,,,,,,,,,,,,,,,,,,,,,
 যাবে নাহ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 হইরানি ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 বাজে,behave,Negative,,,,,,,,,,,,,,,,,,,,,,,
 অনেক ভালো,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
বেস্ট ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 তাড়িতাড়ি ,quantity/quantity,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ১২ টা ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 কিছু নেই,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 বাস্তবে অর্ধেক,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
ফালতু ,quality,Negative,,,,,,,,,,,,,,,,,,,,,,,
খুবই ভালো,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
ভাল ,Food/behave,Positive,,,,,,,,,,,,,,,,,,,,,,,
 বিশ্বস্ত,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 শুভ কামনা,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 প্রানের মাস,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 দারুন,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
অথেনটিক ,price,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ছাড়,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 চেক-ইন,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 আনলিমিটেড ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
নতুনত্ব ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ধারাবাহিকতায় ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 উদরপূর্তি,quantity,Positive,,,,,,,,,,,,,,,,,,,,,,,
 বেশি ,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
 নেওয়া যাবে,quantity,Positive,,,,,,,,,,,,,,,,,,,,,,,
একজনের ,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
 জানান,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
দিবে ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 কি দিয়ে,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
ইচ্ছা,delivery_method,Positive,,,,,,,,,,,,,,,,,,,,,,,
 সত্যিই ,delivery_method,Neutral,,,,,,,,,,,,,,,,,,,,,,,
পাঠান ,delivery_method,Positive,,,,,,,,,,,,,,,,,,,,,,,
 সারাদিন ,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
 নিয়ে আসেন ,delivery_method,Negative,,,,,,,,,,,,,,,,,,,,,,,
চেক ইন ছাড়া অফার প্রযোজ্য ,offer,Negative,,,,,,,,,,,,,,,,,,,,,,,
 অফার সহ ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
কফি সহ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
উৎসব,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
দুখিত ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 খেয়েছিলেন,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 দিয়েছিলেন,offer,Neutral,,,,,,,,,,,,,,,,,,,,,,,
চেকইন ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
লাগছে না,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
দেরিতে ,price,Negative,,,,,,,,,,,,,,,,,,,,,,,
 দুঃশ্চিন্তা ,price,Negative,,,,,,,,,,,,,,,,,,,,,,,
 না দিলে ,price,Negative,,,,,,,,,,,,,,,,,,,,,,,
 পড়বে,price,Positive,,,,,,,,,,,,,,,,,,,,,,,
নিতে চাই ,price,Positive,,,,,,,,,,,,,,,,,,,,,,,
চরম ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
আসলে কি  ,offer,Neutral,,,,,,,,,,,,,,,,,,,,,,,
চাহিদায়,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
বন্দনা,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 শুরু হবে,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 উদ্দ্যমে ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 রাখা,anecdotes/miscellaneous,Neutral,,,,,,,,,,,,,,,,,,,,,,,
পাশে পাব,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 পরিশোধ ,delivery_method,Positive,,,,,,,,,,,,,,,,,,,,,,,
 উপকৃত ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 মত ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 না খায় ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 লোভ ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
আক্রান্ত ,offer,Negative,,,,,,,,,,,,,,,,,,,,,,,
 নগদ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 মূল্যায়ন,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 সম্ভব,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 অগ্রিম বুকিং ,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
ইফতারে পার্সেল,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 আকর্ষনীয় ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 সিগনেচার ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 পাওয়া যায়,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
বাসি,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
ছিল,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ভাল,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
সমস্যা ,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
 বেশ গরমই ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
ঠিকই ছিল,ambience,Positive,,,,,,,,,,,,,,,,,,,,,,,
 সুন্দর,enviroment,Positive,,,,,,,,,,,,,,,,,,,,,,,
 মার্জিত,behavior,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ধোঁয়াটে গন্ধ ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 চেঞ্জ ,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
 রিজনেবল,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
ফালতু ,delivery_method,Negative,,,,,,,,,,,,,,,,,,,,,,,
এতগুলো টাকা ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 চরম বাসি ,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
 বাজে ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 রেকমেন্ড ,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
 আকাশপাতাল ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 মাথায় ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 বিরক্তিকর,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 পুটিন ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 পোড়া গন্ধ ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 জঘন্য ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 বাকরুদ্ধ,quality/quantity,Negative,,,,,,,,,,,,,,,,,,,,,,,
 ওভারপ্রাইজড,price,Negative,,,,,,,,,,,,,,,,,,,,,,,
ভালো,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ভালো,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 এবার,service,Neutral,,,,,,,,,,,,,,,,,,,,,,,
 দুঃখ জনক ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
মুড়ি ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
আযান পর ,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
 খুবি বাজে ,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
কাজ করে,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 অসুস্থ হয়ে ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
জঘন্যরকম ,price,Negative,,,,,,,,,,,,,,,,,,,,,,,
 জলে গেছে,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 ভালোই ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
আরেকটু বাড়ায় ,ambience/food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 মান ,ambience/service,Positive,,,,,,,,,,,,,,,,,,,,,,,
 সুন্দর,quality,Positive,,,,,,,,,,,,,,,,,,,,,,,
  অসাধারন,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 যথেষ্ঠ ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 দেখে ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
ব্যতিক্রমী ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 চালু হবে,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 বিশ্বাস,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
সাথে থাকবেন,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
অনুপ্রেরণা,service/ambience,Positive,,,,,,,,,,,,,,,,,,,,,,,
 মার্জিত ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 সফল ,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
রিজার্ভড ,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
দুঃখিত,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
কাম্য,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
 হিট ,quantity,Positive,,,,,,,,,,,,,,,,,,,,,,,
 পারফেক্ট ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
পাওয়া যায়,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 কিরকম,price,Neutral,,,,,,,,,,,,,,,,,,,,,,,
স্বকীয়তা ,offer,Positive,,,,,,,,,,,,,,,,,,,,,,,
স্বাগতম ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 সেরা,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
খুবই বাজে ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 অগ্রিম বুকিং ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 বিরক্তকর,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 সিলেক্ট,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
এইটা নাকি,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
